job_id,title,company,location,state,job_type,description,salary_min,salary_max,german_requirement,posted_date,source,source_url
978276,"Werkstudent (m/w/d) bei PENNY","PENNY / REWE Group","Regensburg","Bayern","Teilzeit, permanent","Store customer service, checkout support, shelf stocking, product quality checks. Registered student required. Customer-friendly, responsible, flexible and team-oriented.","","","Not explicitly stated","","Bundesagentur für Arbeit Jobsuche",""
